Заправки,период,Объем реализации - собственный,бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,Выручка от реализации - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Налоги в выручке - НДС,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Выручка без налогов и бонусов,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Покупная стоимость - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Валовой доход - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары
АЗК-2,102017,1158.6,932.7,211.9,672.8,48.0,225.9,0.0,61644,59216,48986,10504,35465,3018,10230,10230,2428,9396,9033,7473,1602,5410,460,1560,1560,363,52248,50183,41514,8902,30055,2557,8669,8669,2065,44575,43009,35619,7730,25574,2315,7390,,1567,7673,7174,5895,1172,4481,242,1279,8669,498
АЗК-20,102017,491.4,308.8,123.5,181.9,3.4,182.6,0.0,25608,23999,15962,6146,9606,210,8037,8037,1609,3900,3661,2435,938,1465,32,1226,1226,239,21708,20338,13527,5209,8141,178,6811,6811,1370,18654,17545,11574,4508,6915,151,5971,,1109,3054,2793,1953,700,1226,27,840,6811,261
АЗК-22,102017,605.7,326.6,125.6,197.0,3.9,279.1,0.0,30407,28849,16666,6195,10225,246,12183,12183,1558,4634,4400,2542,945,1560,38,1858,1858,233,25772,24448,14124,5250,8665,209,10324,10324,1324,22463,21392,12240,4582,7483,174,9152,,1072,3309,3057,1884,667,1183,34,1173,10324,252
АЗК-23,102017,410.8,336.2,93.6,233.4,9.1,74.6,0.0,21670,20869,17527,4646,12307,575,3342,3342,801,3303,3184,2674,709,1877,88,510,510,119,18368,17686,14854,3937,10429,487,2832,2832,682,15662,15139,12718,3416,8876,426,2421,,523,2706,2547,2136,521,1553,61,411,2832,159
АЗК-24,102017,327.3,239.6,89.4,144.0,3.7,87.6,0.0,17847,16136,12257,4390,7510,231,3879,3879,1710,2716,2462,1870,670,1146,35,592,592,254,15131,13675,10387,3721,6364,196,3288,3288,1456,13024,11842,8988,3262,5473,162,2854,,1182,2107,1833,1399,459,891,34,434,3288,274
АЗК-25,102017,410.7,286.4,99.3,181.8,5.3,124.3,0.0,22254,20425,14926,4942,9649,335,5499,5499,1829,3389,3116,2277,754,1472,51,839,839,273,18865,17310,12649,4188,8178,284,4661,4661,1556,16091,14841,10772,3621,6907,244,4069,,1250,2774,2469,1877,567,1271,39,592,4661,306
АЗК-26,102017,267.1,181.3,80.1,98.5,2.8,85.8,0.0,13819,12878,9100,3855,5068,178,3778,3778,941,2101,1964,1388,588,773,27,576,576,137,11718,10914,7712,3267,4295,151,3202,3202,804,10208,9593,6785,2921,3740,123,2808,,615,1510,1321,928,345,555,28,393,3202,189
АЗК-27,102017,394.2,264.5,84.9,177.1,2.5,129.6,0.0,19753,18986,13343,4095,9091,157,5643,5643,767,3012,2896,2035,625,1387,24,861,861,115,16742,16090,11308,3471,7704,133,4782,4782,652,14703,14175,9934,3097,6725,112,4241,,528,2039,1915,1374,374,979,21,541,4782,124
АЗК-28,102017,291.4,179.2,69.4,107.8,2.1,112.2,0.0,15568,13950,9067,3364,5572,130,4883,4883,1618,2370,2128,1383,513,850,20,745,745,242,13198,11822,7684,2851,4722,110,4138,4138,1376,11505,10373,6710,2533,4084,92,3663,,1132,1693,1449,974,318,638,18,475,4138,244
АЗК-29,102017,140.4,84.4,35.4,48.0,0.0,56.0,0.0,7204,6661,4204,1698,2458,,2457,2457,543,1096,1016,641,259,375,,375,375,80,6108,5645,3563,1439,2083,,2082,2082,464,5317,4962,3144,1291,1819,,1818,,356,791,683,419,148,264,,264,2082,108
АЗК-3,102017,1117.0,672.3,227.1,435.0,7.2,444.7,0.0,55260,53561,34303,11047,22649,459,19258,19258,1698,8426,8171,5233,1685,3455,70,2938,2938,255,46834,45391,29070,9362,19194,389,16321,16321,1443,40974,39823,25256,8287,16527,335,14567,,1151,5860,5567,3814,1075,2667,54,1753,16321,292
АЗК-30,102017,312.0,192.7,66.3,123.6,2.8,119.3,0.0,16570,15311,10051,3306,6565,180,5260,5260,1258,2524,2335,1533,504,1001,28,802,802,188,14046,12976,8518,2801,5564,153,4458,4458,1070,11997,11118,7229,2418,4690,122,3889,,879,2049,1858,1289,384,874,31,569,4458,191
АЗК-31,102017,213.2,169.1,56.6,109.0,3.5,44.1,0.0,11280,10528,8576,2718,5636,222,1952,1952,752,1719,1606,1308,415,860,34,298,298,113,9561,8923,7268,2303,4776,188,1655,1655,639,8296,7776,6349,2064,4130,154,1427,,521,1265,1147,919,239,646,34,228,1655,118
АЗК-32,102017,245.0,169.0,81.8,87.2,0.0,76.0,0.0,13000,11808,8430,3948,4482,,3378,3378,1192,1975,1801,1286,602,684,,515,515,173,11026,10007,7144,3346,3798,,2863,2863,1019,9494,8779,6292,2986,3305,,2487,,715,1532,1228,852,359,493,,376,2863,304
АЗК-33,102017,125.4,51.9,35.7,16.2,0.0,73.5,0.0,6171,5815,2595,1749,846,,3220,3220,357,939,887,396,267,129,,491,491,52,5233,4927,2199,1482,717,,2728,2728,305,4526,4300,1913,1301,612,,2387,,226,707,628,286,181,105,,342,2728,79
АЗК-4,102017,823.1,451.1,163.6,274.5,8.1,372.0,0.0,40901,39228,23084,8017,14311,514,16144,16144,1673,6234,5984,3521,1223,2183,78,2463,2463,250,34667,33244,19563,6794,12128,435,13681,13681,1423,30256,29120,16941,5966,10427,372,12179,,1136,4411,4124,2622,828,1701,64,1502,13681,287
АЗК-6,102017,274.8,61.5,26.0,35.0,0.5,213.3,0.0,12873,12336,3151,1288,1832,31,9185,9185,538,1961,1882,481,196,279,5,1401,1401,79,10913,10454,2670,1091,1553,26,7784,7784,459,9644,9277,2291,948,1322,21,6986,,367,1268,1176,379,144,230,5,797,7784,92
АЗК-7,102017,753.1,582.7,207.7,363.3,11.7,170.4,0.0,39688,37608,30072,10244,19087,741,7536,7536,2079,6050,5737,4587,1563,2912,113,1150,1150,313,33638,31872,25485,8682,16175,628,6387,6387,1766,28938,27498,21928,7575,13806,546,5570,,1439,4700,4373,3557,1106,2369,82,816,6387,327
АЗК-8,102017,500.9,413.0,99.8,302.0,8.8,87.9,0.0,26577,25408,21516,4963,15875,552,3892,3892,1169,4053,3876,3282,757,2422,84,594,594,177,22525,21533,18234,4206,13453,468,3299,3299,992,19303,18478,15607,3640,11474,405,2871,,825,3221,3055,2627,566,1979,63,428,3299,167
АЗК-9,102017,434.5,316.8,132.7,175.7,4.9,117.8,0.0,22497,21367,16133,6481,9172,307,5234,5234,1130,3428,3259,2461,989,1399,47,798,798,169,19069,18108,13672,5493,7773,260,4436,4436,962,16476,15722,11862,4841,6668,227,3860,,754,2593,2386,1810,652,1105,33,576,4436,208
АЗС-201,102017,193.5,162.0,72.9,88.3,0.0,31.5,0.0,10233,9611,8175,3534,4601,,1436,1436,621,1560,1466,1247,539,702,,219,219,94,8673,8145,6928,2995,3899,,1217,1217,527,7517,7077,6047,2659,3360,,1030,,440,1156,1069,882,336,540,,187,1217,87
АЗС-21,102017,344.4,237.7,99.3,138.4,0.0,106.7,0.0,17626,16820,12181,4910,7272,,4639,4639,806,2687,2566,1858,749,1109,,708,708,122,14939,14254,10323,4161,6162,,3931,3931,684,12931,12371,8880,3622,5258,,3491,,561,2007,1884,1443,539,904,,441,3931,123
АЗС-212,102017,384.7,256.9,122.0,129.7,1.4,127.8,0.0,20173,18651,12958,5911,6771,87,5693,5693,1522,3064,2845,1977,902,1033,13,868,868,219,17109,15806,10981,5009,5738,74,4825,4825,1303,14724,13756,9578,4451,4924,64,4178,,967,2385,2049,1403,558,814,10,646,4825,336
АЗС-213,102017,383.2,250.7,121.3,127.2,2.2,132.6,0.0,19350,18384,12673,5902,6634,137,5711,5711,966,2951,2804,1933,900,1012,21,871,871,147,16399,15580,10740,5002,5622,116,4840,4840,819,14404,13703,9361,4425,4836,100,4342,,700,1996,1877,1379,577,786,16,498,4840,119
АЗС-214,102017,479.8,331.5,176.6,150.1,0.0,148.2,0.0,24237,23185,16678,8606,7831,,6507,6507,1052,3696,3537,2544,1313,1195,,993,993,159,20541,19648,14134,7293,6637,,5514,5514,893,17923,17184,12324,6441,5707,,4860,,740,2618,2465,1811,852,930,,654,5514,153
АЗС-217,102017,428.0,265.3,134.5,124.3,0.0,162.6,0.0,22639,21205,13357,6573,6462,,7848,7848,1435,3449,3234,2037,1003,986,,1197,1197,214,19190,17970,11319,5570,5476,,6651,6651,1220,16189,15210,9869,4908,4724,,5341,,979,3001,2760,1450,663,752,,1310,6651,241
АЗС-219,102017,263.6,175.7,112.7,59.5,0.0,87.9,0.0,13005,12596,8675,5441,3062,,3921,3921,409,1983,1921,1323,830,467,,598,598,61,11023,10675,7352,4611,2595,,3323,3323,348,9655,9377,6497,4111,2257,,2880,,278,1367,1297,854,499,338,,443,3323,70
АЗС-220,102017,405.9,213.4,126.9,81.6,0.0,192.5,0.0,20093,19123,10590,6145,4204,,8533,8533,970,3063,2917,1615,937,641,,1302,1302,146,17030,16205,8974,5208,3563,,7231,7231,825,14926,14226,7905,4629,3099,,6321,,700,2104,1979,1069,578,464,,910,7231,125
АЗС-221,102017,94.6,51.6,38.0,8.3,0.0,43.1,0.0,4425,4408,2519,1831,429,,1889,1889,17,675,672,384,279,65,,288,288,3,3750,3736,2135,1552,364,,1601,1601,14,3300,3291,1888,1385,312,,1403,,9,450,445,246,166,52,,199,1601,5
АЗС-222,102017,176.1,117.6,70.7,46.9,0.0,58.5,0.0,8992,8414,5839,3422,2418,,2575,2575,578,1370,1284,891,522,369,,393,393,87,7621,7131,4949,2900,2049,,2182,2182,491,6675,6270,4359,2579,1780,,1911,,405,947,861,590,321,269,,271,2182,86
АЗС-223,102017,214.2,155.8,99.6,55.6,0.6,58.4,0.0,11183,10414,7836,4847,2953,35,2578,2578,769,1704,1588,1195,739,450,5,393,393,116,9478,8825,6640,4108,2502,30,2185,2185,653,8215,7675,5767,3632,2111,24,1908,,539,1264,1150,873,476,391,6,277,2185,114
АЗС-224,102017,240.6,172.8,98.5,64.8,1.2,67.8,0.0,12269,11712,8697,4817,3395,76,3015,3015,558,1869,1787,1327,735,518,12,460,460,82,10401,9925,7370,4082,2877,65,2555,2555,476,8973,8612,6412,3595,2463,54,2200,,361,1427,1313,958,487,414,10,355,2555,114
АЗС-225,102017,65.5,55.7,41.8,13.9,0.0,9.8,0.0,3279,3210,2777,2046,731,,433,433,69,500,490,424,312,112,,66,66,11,2779,2720,2353,1734,620,,367,367,59,2400,2362,2049,1524,525,,313,,39,379,358,304,210,95,,54,367,20
АЗС-227,102017,480.6,356.1,197.5,149.3,1.5,124.5,0.0,24560,23260,17818,9577,7760,95,5442,5442,1300,3743,3548,2718,1461,1184,15,830,830,195,20817,19712,15100,8116,6577,81,4612,4612,1105,18219,17311,13233,7205,5679,65,4078,,907,2597,2399,1866,911,898,16,533,4612,198
АЗС-228,102017,374.5,146.1,81.6,64.5,0.0,228.5,0.0,17350,17320,7404,4029,3375,,9916,9916,30,2647,2642,1129,615,515,,1513,1513,5,14703,14679,6275,3414,2860,,8404,8404,25,12945,12929,5427,2977,2449,,7502,,17,1758,1750,848,437,411,,902,8404,8
АЗС-229,102017,158.9,128.5,81.0,40.2,0.0,30.4,0.0,7851,7836,6478,3983,2127,,1358,1358,15,1198,1195,988,608,324,,207,207,2,6654,6641,5490,3376,1803,,1151,1151,13,5755,5747,4751,2954,1528,,996,,9,899,894,739,422,275,,155,1151,4
АЗС-230,102017,568.9,315.1,178.5,128.3,0.0,253.8,0.0,28221,27281,15994,8802,6776,,11287,11287,939,4301,4162,2440,1343,1034,,1722,1722,140,23919,23120,13554,7460,5743,,9566,9566,799,20647,20025,11690,6513,4875,,8335,,622,3272,3094,1864,947,868,,1230,9566,177
АЗС-231,102017,498.3,246.4,140.7,100.9,1.1,251.9,0.0,24556,23640,12484,6902,5326,66,11156,11156,916,3744,3606,1904,1053,812,10,1702,1702,138,20812,20034,10580,5849,4514,56,9454,9454,778,18058,17424,9152,5132,3836,49,8272,,633,2754,2609,1427,717,678,7,1182,9454,145
АЗС-232,102017,280.3,161.5,79.5,64.7,0.0,118.8,0.0,13300,13300,8152,3907,3415,,5148,5148,0,2029,2029,1244,596,521,,785,785,0,11271,11271,6908,3311,2894,,4363,4363,,9888,9888,5988,2901,2457,,3900,,0,1384,1383,920,410,436,,463,4363,
АЗС-233,102017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
АЗС-235,102017,75.9,50.7,35.3,11.8,0.0,25.3,0.0,3570,3570,2465,1690,603,,1105,1105,0,545,545,376,258,92,,169,169,0,3026,3025,2089,1432,511,,936,936,,2675,2675,1860,1287,446,,815,,0,351,351,229,145,66,,122,936,
АЗС-237,102017,385.7,272.6,141.3,119.2,0.0,113.1,0.0,19308,18579,13620,6848,6188,,4959,4959,729,2944,2834,2078,1045,944,,756,756,110,16364,15746,11543,5804,5244,,4203,4203,618,14349,13829,10128,5155,4531,,3701,,520,2015,1917,1415,648,714,,502,4203,98
АЗС-238,102017,292.6,186.2,106.9,72.2,1.3,106.3,0.0,14764,13955,9301,5188,3743,83,4654,4654,809,2250,2129,1419,791,571,13,710,710,121,12514,11826,7882,4396,3172,71,3944,3944,688,10942,10387,6908,3900,2740,56,3479,,554,1572,1438,974,496,433,15,464,3944,134
АЗС-239,102017,250.2,158.9,91.4,60.3,0.0,91.2,0.0,12491,11856,7859,4407,3106,,3997,3997,636,1905,1809,1199,672,474,,610,610,96,10587,10047,6660,3735,2632,,3387,3387,539,9322,8876,5887,3335,2291,,2989,,446,1265,1172,774,400,341,,398,3387,93
АЗС-243,102017,208.0,140.9,83.7,52.7,0.0,67.1,0.0,10269,9943,6980,4050,2708,,2963,2963,327,1566,1517,1065,618,413,,452,452,49,8703,8426,5915,3432,2295,,2511,2511,278,7631,7413,5217,3054,2000,,2196,,219,1072,1013,698,378,295,,315,2511,59
АЗС-245,102017,407.5,147.9,81.7,63.3,2.2,259.5,0.0,19898,18707,7349,3930,3243,135,11358,11358,1192,3030,2854,1121,600,495,21,1733,1733,176,16869,15853,6228,3331,2748,115,9625,9625,1016,14829,14021,5510,2981,2404,99,8511,,807,2040,1832,717,350,345,16,1115,9625,209
АЗС-247,102017,113.4,95.2,53.2,42.0,0.0,18.2,0.0,5559,5560,4756,2575,2181,,804,804,0,848,848,725,393,333,,123,123,0,4711,4711,4030,2182,1848,,681,681,,4119,4119,3533,1941,1592,,586,,0,592,592,497,241,256,,95,681,
АЗС-248,102017,148.2,74.4,33.7,38.1,1.3,73.8,0.0,7510,7009,3773,1646,1980,81,3236,3236,501,1143,1070,576,251,302,12,494,494,74,6367,5940,3198,1395,1678,68,2742,2742,427,5508,5183,2776,1230,1444,54,2407,,325,860,757,421,165,233,15,336,2742,103
АЗС-249,102017,91.1,55.2,40.7,10.9,0.0,35.9,0.0,4336,4314,2690,1955,559,,1624,1624,22,661,658,410,298,85,,248,248,3,3675,3656,2280,1657,473,,1376,1376,19,3205,3193,2021,1484,411,,1172,,12,469,463,259,173,63,,204,1376,7
АЗС-262,102017,66.9,49.0,27.0,22.0,0.0,17.9,0.0,3225,3224,2439,1307,1132,,785,785,0,492,492,372,199,173,,120,120,0,2733,2733,2067,1108,960,,666,666,,2402,2402,1822,987,836,,580,,0,331,331,245,121,124,,86,666,
АЗС-263,102017,164.1,113.4,54.8,58.6,0.0,50.6,0.0,8733,7975,5706,2666,3040,,2269,2269,758,1327,1216,870,407,464,,346,346,111,7406,6759,4836,2259,2576,,1923,1923,647,6366,5876,4224,2000,2224,,1652,,489,1039,881,611,259,352,,270,1923,158
АЗС-264,102017,489.2,185.7,100.6,85.1,0.0,303.4,0.0,26820,25418,9273,4874,4399,,16145,16145,1401,4081,3878,1415,744,671,,2463,2463,204,22738,21541,7859,4131,3728,,13682,13682,1197,17832,16855,6902,3669,3234,,9953,,977,4906,4685,956,462,494,,3729,13682,220
АЗС-265,102017,376.5,317.6,144.4,164.1,3.0,58.9,0.0,18919,18722,16048,7057,8501,193,2674,2674,197,2886,2856,2448,1076,1297,29,408,408,30,16033,15866,13600,5980,7204,163,2266,2266,167,13938,13806,11871,5267,6241,143,1935,,132,2095,2060,1729,713,964,21,331,2266,35
АЗС-5,102017,330.4,252.1,88.4,163.7,0.0,78.4,0.0,16318,16314,12901,4352,8549,,3413,3413,5,2489,2489,1968,664,1304,,521,521,1,13829,13825,10933,3688,7245,,2892,2892,4,12014,12012,9450,3226,6224,,2562,,3,1815,1813,1483,462,1021,,330,2892,1
АЗСМ-12,102017,167.3,133.8,40.9,92.9,0.0,33.6,0.0,8372,8352,6851,1997,4854,,1501,1501,19,1277,1274,1045,305,741,,229,229,3,7095,7078,5806,1692,4114,,1272,1272,16,6137,6127,5026,1491,3535,,1101,,11,957,952,780,201,579,,172,1272,6
КАЗС-2,102017,115.1,115.1,62.4,52.7,0.0,0.0,0.0,5688,5688,5688,3002,2686,,,,0,868,868,868,458,410,,,,0,4821,4821,4821,2544,2277,,,,,4277,4277,4277,2276,2001,,,,0,544,544,544,268,276,,,,
АЗC-200,112017,237.4,182.5,74.4,108.1,0.0,54.9,36.8,12288,11874,9369,3690,5679,,2505,2505,414,1874,1811,1429,563,866,,382,382,63,10414,10063,7940,3127,4813,,2123,2123,351,8985,8720,6804,2685,4120,,1916,1285,264,1430,1343,1136,443,693,,207,838,87
АЗК-1,112017,835.6,688.7,208.0,472.3,8.5,146.9,114.2,43453,42088,35368,10186,24642,540,6720,6720,1364,6624,6420,5395,1554,3759,82,1025,1025,204,36828,35668,29973,8633,20883,458,5695,5695,1160,31936,31036,25908,7514,17991,403,5128,3987,900,4892,4632,4065,1119,2892,55,567,1708,260
АЗК-10,112017,961.9,844.0,290.7,545.2,8.1,117.9,94.2,49899,48598,43146,14176,28451,519,5452,5452,1301,7609,7414,6582,2163,4340,79,832,832,196,42290,41185,36565,12014,24111,440,4620,4620,1105,36613,35778,31680,10497,20794,388,4098,3274,836,5677,5407,4885,1517,3317,52,522,1346,269
АЗК-11,112017,302.5,185.4,72.9,104.2,3.9,117.0,81.5,15327,14771,9562,3609,5486,247,5209,5209,556,2336,2254,1459,551,837,38,795,795,83,12991,12518,8103,3058,4649,209,4415,4415,473,11388,11013,6948,2636,3968,182,4065,2832,375,1603,1505,1155,422,681,27,350,1583,98
АЗК-13,112017,297.9,238.3,103.1,133.2,2.0,59.6,37.6,15728,14998,12282,5104,7052,126,2716,2716,729,2397,2288,1874,779,1076,19,414,414,109,13331,12711,10409,4325,5977,107,2302,2302,620,11435,10965,8892,3724,5076,92,2073,1307,470,1896,1745,1516,601,901,15,229,995,150
АЗК-14,112017,365.1,256.0,82.5,168.2,5.3,109.1,81.2,19057,18249,13268,4078,8843,346,4981,4981,808,2904,2784,2024,622,1349,53,760,760,120,16153,15465,11244,3456,7494,294,4221,4221,688,13938,13413,9639,2987,6402,250,3774,2811,526,2215,2052,1605,469,1093,44,447,1410,163
АЗК-15,112017,291.9,118.7,42.3,76.3,0.0,173.2,141.5,14897,13876,6169,2116,4053,,7707,7707,1021,2269,2117,941,323,618,,1176,1176,153,12627,11759,5228,1793,3435,,6531,6531,868,11190,10482,4439,1532,2907,,6043,4935,708,1437,1277,789,261,528,,488,1596,160
АЗК-16,112017,141.5,34.2,15.6,18.3,0.3,107.4,69.9,6784,6516,1770,774,977,19,4746,4746,269,1032,994,270,118,149,3,724,724,39,5752,5522,1500,656,828,16,4022,4022,230,5147,4973,1271,567,692,13,3702,2411,174,605,549,229,89,136,4,320,1611,56
АЗК-17,112017,250.2,155.7,57.4,96.9,1.4,94.5,57.8,12746,12195,7969,2821,5058,90,4226,4226,551,1942,1861,1216,430,771,14,645,645,81,10804,10334,6753,2391,4286,77,3581,3581,469,9435,9078,5827,2077,3686,64,3251,1987,357,1369,1257,927,314,600,13,330,1594,112
АЗК-18,112017,433.2,332.7,110.3,222.4,0.0,100.5,80.3,22722,21724,17166,5442,11724,,4558,4558,998,3463,3314,2619,830,1788,,695,695,149,19259,18409,14547,4612,9936,,3862,3862,849,16655,15972,12460,3986,8474,,3512,2805,683,2604,2437,2087,625,1462,,350,1058,166
АЗК-19,112017,400.2,294.2,91.4,188.5,7.1,106.0,80.0,21615,20189,15404,4568,10031,455,4785,4785,1426,3292,3080,2350,697,1530,69,730,730,213,18323,17109,13054,3871,8500,386,4055,4055,1213,15710,14752,11081,3304,7178,339,3671,2771,958,2613,2357,1973,567,1323,46,384,1284,255
АЗК-2,112017,1091.9,878.4,202.5,633.6,42.3,213.5,168.0,58453,56130,46190,10077,33412,2701,9940,9940,2324,8910,8562,7046,1537,5097,412,1516,1516,348,49543,47568,39144,8540,28315,2289,8424,8424,1976,42411,40949,33533,7311,24148,2073,7416,5835,1462,7132,6619,5611,1228,4167,216,1008,2588,513
АЗК-20,112017,433.9,256.0,106.7,146.5,2.8,177.9,143.0,22245,21262,13269,5310,7779,180,7993,7993,984,3388,3243,2024,810,1187,27,1219,1219,145,18857,18019,11245,4500,6592,152,6774,6774,839,16400,15765,9565,3852,5581,132,6200,4983,635,2457,2254,1680,648,1011,20,574,1790,203
АЗК-22,112017,557.6,286.4,110.0,173.8,2.6,271.2,223.4,28058,26969,14771,5450,9152,169,12198,12198,1089,4277,4114,2253,831,1396,26,1861,1861,163,23781,22856,12518,4619,7756,143,10338,10338,926,20891,20167,10716,3975,6617,124,9451,7786,724,2891,2688,1801,644,1138,20,887,2552,202
АЗК-23,112017,388.2,317.5,87.0,222.5,8.0,70.7,50.3,20732,19889,16620,4350,11761,510,3269,3269,842,3160,3034,2535,663,1794,78,499,499,126,17572,16856,14085,3686,9967,432,2771,2771,716,14992,14450,12005,3149,8477,379,2445,1739,541,2580,2405,2080,537,1489,53,325,1032,175
АЗК-24,112017,310.6,224.2,84.0,134.3,3.8,86.4,62.1,16811,15424,11482,4142,6989,239,3942,3942,1386,2559,2353,1752,632,1066,36,601,601,206,14252,13072,9731,3510,5923,203,3341,3341,1180,12348,11410,8408,3034,5116,177,3002,2156,938,1904,1662,1323,476,807,26,339,1185,243
АЗК-25,112017,357.5,239.1,83.2,151.8,4.2,118.5,83.5,19415,17931,12549,4165,8119,265,5382,5382,1484,2957,2735,1914,635,1239,40,821,821,222,16458,15195,10634,3530,6881,224,4561,4561,1263,14064,13079,8983,3002,5781,200,4096,2887,985,2394,2117,1652,528,1100,24,465,1674,277
АЗК-26,112017,232.3,157.6,64.6,91.0,2.0,74.7,57.8,12252,11400,8017,3181,4706,130,3383,3383,852,1864,1739,1223,485,718,20,516,516,125,10388,9661,6794,2695,3988,110,2867,2867,728,9051,8499,5891,2338,3463,90,2608,2020,552,1337,1162,903,358,525,21,259,846,175
АЗК-27,112017,336.4,208.1,64.8,141.2,2.2,128.3,99.9,17011,16375,10640,3183,7317,139,5735,5735,636,2594,2498,1623,486,1116,21,875,875,96,14417,13877,9017,2698,6201,118,4860,4860,540,12689,12273,7820,2342,5376,102,4453,3468,416,1729,1605,1198,356,825,17,407,1392,124
АЗК-28,112017,275.3,163.5,60.5,101.6,1.4,111.8,84.9,14661,13362,8374,2980,5304,91,4988,4988,1299,2232,2038,1277,455,809,14,761,761,194,12428,11324,7097,2525,4495,77,4227,4227,1105,10905,10010,6120,2187,3867,66,3890,2954,894,1523,1313,977,338,628,11,336,1272,210
АЗК-29,112017,108.8,58.1,25.1,32.5,0.0,50.6,33.0,5585,5214,2932,1218,1688,,2282,2282,371,849,795,447,186,258,,348,348,54,4736,4419,2485,1032,1431,,1934,1934,317,4142,3905,2164,909,1237,,1741,1136,236,594,514,321,123,194,,193,798,81
АЗК-3,112017,1068.0,620.8,214.9,398.1,5.6,447.3,377.6,52799,51637,31716,10496,20754,360,19921,19921,1162,8051,7877,4838,1601,3166,55,3039,3039,174,44748,43761,26878,8895,17588,305,16883,16883,988,39614,38878,23259,7756,15166,261,15619,13186,736,5134,4882,3619,1139,2423,44,1263,3697,252
АЗК-30,112017,300.7,183.3,66.1,114.8,2.4,117.4,90.5,16044,14955,9623,3322,6147,154,5332,5332,1089,2444,2281,1468,507,938,23,813,813,163,13600,12674,8155,2815,5210,130,4519,4519,926,11719,10967,6871,2390,4372,109,4096,3157,753,1881,1707,1284,425,838,21,423,1362,174
АЗК-31,112017,187.7,148.7,47.0,99.8,2.0,39.0,28.2,9810,9344,7561,2272,5162,127,1783,1783,467,1495,1425,1153,347,787,19,272,272,70,8315,7919,6408,1926,4374,108,1511,1511,397,7241,6940,5586,1698,3797,91,1354,976,301,1075,979,822,228,577,17,157,534,96
АЗК-32,112017,195.7,119.8,59.6,60.2,0.0,75.9,65.5,10429,9523,6050,2912,3138,,3473,3473,907,1586,1453,923,444,479,,530,530,133,8844,8070,5127,2468,2659,,2943,2943,774,7622,7090,4445,2153,2293,,2645,2284,531,1222,980,682,315,366,,298,660,242
АЗК-33,112017,119.9,38.6,26.7,11.9,0.0,81.3,65.5,5877,5572,1936,1314,622,,3636,3636,305,894,850,295,200,95,,555,555,44,4982,4722,1641,1114,527,,3081,3081,260,4434,4240,1418,967,451,,2822,2274,194,548,481,222,146,76,,259,807,66
АЗК-4,112017,849.4,420.9,149.4,260.0,6.5,428.5,353.2,42149,40766,21677,7367,13637,423,19089,19089,1383,6425,6219,3307,1124,2080,64,2912,2912,206,35724,34547,18370,6244,11557,358,16177,16177,1177,31654,30745,15794,5401,9902,309,14951,12326,909,4071,3802,2576,842,1655,49,1226,3851,269
АЗК-6,112017,235.9,46.3,20.7,25.3,0.3,189.6,159.5,11269,10803,2404,1037,1346,21,8399,8399,466,1717,1648,367,158,205,3,1281,1281,69,9553,9156,2038,879,1141,18,7118,7118,397,8645,8328,1725,752,959,14,6603,5556,317,907,828,313,127,182,4,515,1562,80
АЗК-7,112017,708.4,537.2,187.5,339.3,10.4,171.3,136.0,37448,35634,27852,9306,17881,665,7782,7782,1814,5709,5436,4249,1420,2728,101,1187,1187,273,31739,30198,23603,7886,15154,563,6595,6595,1540,27366,26171,20203,6776,12926,501,5968,4738,1196,4373,4028,3400,1110,2227,63,628,1857,344
АЗК-8,112017,422.6,354.5,87.5,259.3,6.4,68.1,49.1,22289,21612,18512,4378,13656,410,3100,3100,677,3399,3297,2824,668,2083,63,473,473,102,18890,18315,15688,3710,11573,347,2627,2627,575,16190,15754,13394,3162,9879,305,2360,1703,436,2700,2561,2294,548,1693,43,267,924,139
АЗК-9,112017,356.7,252.5,105.2,142.6,3.3,104.2,69.4,18567,17722,12967,5164,7519,210,4755,4755,846,2830,2703,1978,788,1147,32,725,725,126,15738,15018,10989,4376,6372,178,4029,4029,720,13567,13028,9434,3800,5428,152,3594,2393,538,2171,1989,1554,576,944,26,435,1637,182
АЗС-201,112017,173.9,142.6,64.7,77.4,0.0,31.2,23.7,9018,8700,7230,3145,4058,,1470,1470,318,1375,1327,1103,480,619,,224,224,47,7643,7373,6127,2666,3439,,1246,1246,270,6597,6388,5304,2337,2948,,1084,823,209,1046,984,823,328,491,,161,423,62
